"","Date","PlotID","CH4Flux","FishTreatment","BirdTreatment","treatment","StudyYear","SamplingOccasion","logFlux","MeanDepth","PO4","GravH2O","NH4","NO3","Redox","SoilTemp","Daphnia","WinterFlood","FishOnFields","ElapsedDays","ElapsedDays2","Pre_Post","MeanTemp","MeanDO"
"120",2024-02-20,"8C",3885.541165,"NoFish","Birds","Birds NoFish","Year1","2/20/2024",8.265017549,25.4,NA,NA,NA,NA,NA,NA,NA,"Y","Y",75,5625,"Post",12.9388888888889,9.108
"121",2024-02-20,"8E",14.622485,"NoFish","NoBirds","NoBirds NoFish","Year1","2/20/2024",2.682560413,29.21,NA,NA,NA,NA,NA,NA,NA,"Y","Y",75,5625,"Post",13.1025925925926,6.36866666666667
"122",2024-02-22,"7C",235.9328367,"Fish","Birds","Birds Fish","Year1","2/22/2024",5.463547174,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",77,5929,"Post",NA,NA
"123",2024-02-22,"7E",102.5732733,"Fish","NoBirds","NoBirds Fish","Year1","2/22/2024",4.630577405,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",77,5929,"Post",NA,NA
"124",2024-02-22,"8C",907.9204233,"NoFish","Birds","Birds NoFish","Year1","2/22/2024",6.811156735,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",77,5929,"Post",NA,NA
"125",2024-02-22,"8E",45.13299,"NoFish","NoBirds","NoBirds NoFish","Year1","2/22/2024",3.809613465,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",77,5929,"Post",NA,NA
"126",2024-02-23,"5C",108.07777,"NoFish","Birds","Birds NoFish","Year1","2/23/2024",4.682851061,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",78,6084,"Post",NA,NA
"127",2024-02-23,"5E",86.03998,"NoFish","NoBirds","NoBirds NoFish","Year1","2/23/2024",4.454812072,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",78,6084,"Post",NA,NA
"128",2024-02-23,"6C",310.05945,"Fish","Birds","Birds Fish","Year1","2/23/2024",5.736764053,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",78,6084,"Post",NA,NA
"129",2024-02-23,"7C",346.47005,"Fish","Birds","Birds Fish","Year1","2/23/2024",5.847796379,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",78,6084,"Post",NA,NA
"130",2024-02-23,"7E",24.53256,"Fish","NoBirds","NoBirds Fish","Year1","2/23/2024",3.200001215,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",78,6084,"Post",NA,NA
"131",2024-02-23,"8C",178.27918,"NoFish","Birds","Birds NoFish","Year1","2/23/2024",5.183350749,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",78,6084,"Post",NA,NA
"132",2024-02-23,"8E",178.45724,"NoFish","NoBirds","NoBirds NoFish","Year1","2/23/2024",5.184349021,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",78,6084,"Post",NA,NA
"133",2024-02-24,"1C",266.56626,"Fish","Birds","Birds Fish","Year1","2/24/2024",5.585622843,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",79,6241,"Post",NA,NA
"134",2024-02-24,"1E",13448.99007,"Fish","NoBirds","NoBirds Fish","Year1","2/24/2024",9.506659294,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",79,6241,"Post",NA,NA
"135",2024-02-24,"2C",4520.31277,"NoFish","Birds","Birds NoFish","Year1","2/24/2024",8.416336467,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",79,6241,"Post",NA,NA
"136",2024-02-24,"2E",88.8863,"NoFish","NoBirds","NoBirds NoFish","Year1","2/24/2024",4.487358025,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",79,6241,"Post",NA,NA
"137",2024-02-24,"3C",963.34539,"NoFish","Birds","Birds NoFish","Year1","2/24/2024",6.870412008,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",79,6241,"Post",NA,NA
"138",2024-02-24,"4E",825.99853,"Fish","NoBirds","NoBirds Fish","Year1","2/24/2024",6.716592994,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",79,6241,"Post",NA,NA
"139",2024-02-24,"6C",60.02854,"Fish","Birds","Birds Fish","Year1","2/24/2024",4.094820116,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",79,6241,"Post",NA,NA
"140",2024-02-24,"6E",3319.26637,"Fish","NoBirds","NoBirds Fish","Year1","2/24/2024",8.107499065,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",79,6241,"Post",NA,NA
"141",2024-02-24,"7C",106.3632,"Fish","Birds","Birds Fish","Year1","2/24/2024",4.666859652,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",79,6241,"Post",NA,NA
"142",2024-02-24,"7E",50.22764,"Fish","NoBirds","NoBirds Fish","Year1","2/24/2024",3.916565473,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",79,6241,"Post",NA,NA
"143",2024-02-24,"8C",3149.89173,"NoFish","Birds","Birds NoFish","Year1","2/24/2024",8.05512336,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",79,6241,"Post",NA,NA
"144",2024-02-26,"1C",79.35383,"Fish","Birds","Birds Fish","Year1","2/26/2024",4.373916713,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"145",2024-02-26,"1E",4104.52629,"Fish","NoBirds","NoBirds Fish","Year1","2/26/2024",8.319845617,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"146",2024-02-26,"2C",3503.25875,"NoFish","Birds","Birds NoFish","Year1","2/26/2024",8.161448886,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"147",2024-02-26,"2E",72.74028,"NoFish","NoBirds","NoBirds NoFish","Year1","2/26/2024",4.286895289,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"148",2024-02-26,"3C",109.07063,"NoFish","Birds","Birds NoFish","Year1","2/26/2024",4.691995654,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"149",2024-02-26,"3E",401.90533,"NoFish","NoBirds","NoBirds NoFish","Year1","2/26/2024",5.996216563,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"150",2024-02-26,"4C",190.67534,"Fish","Birds","Birds Fish","Year1","2/26/2024",5.250572191,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"151",2024-02-26,"4E",54.3891,"Fish","NoBirds","NoBirds Fish","Year1","2/26/2024",3.996163766,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"152",2024-02-26,"5C",174.82962,"NoFish","Birds","Birds NoFish","Year1","2/26/2024",5.1638119,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"153",2024-02-26,"5E",619.0022,"NoFish","NoBirds","NoBirds NoFish","Year1","2/26/2024",6.428108827,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"154",2024-02-26,"6C",20.54502,"Fish","Birds","Birds Fish","Year1","2/26/2024",3.022618576,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"155",2024-02-26,"6E",983.33431,"Fish","NoBirds","NoBirds Fish","Year1","2/26/2024",6.890949154,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"156",2024-02-26,"7C",896.9742,"Fish","Birds","Birds Fish","Year1","2/26/2024",6.799027099,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"157",2024-02-26,"7E",5120.46162,"Fish","NoBirds","NoBirds Fish","Year1","2/26/2024",8.540999874,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"158",2024-02-26,"8C",6981.45335,"NoFish","Birds","Birds NoFish","Year1","2/26/2024",8.85101239,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"159",2024-02-26,"8E",5482.93335,"NoFish","NoBirds","NoBirds NoFish","Year1","2/26/2024",8.60939552,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N",81,6561,"Post",NA,NA
"160",2024-02-28,"1C",11307.99891,"Fish","Birds","Birds Fish","Year1","2/28/2024",9.333265622,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"161",2024-02-28,"1E",2038.15788,"Fish","NoBirds","NoBirds Fish","Year1","2/28/2024",7.619801679,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"162",2024-02-28,"2C",776.25847,"NoFish","Birds","Birds NoFish","Year1","2/28/2024",6.654485545,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"163",2024-02-28,"2E",245.12236,"NoFish","NoBirds","NoBirds NoFish","Year1","2/28/2024",5.501757514,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"164",2024-02-28,"3C",759.27789,"NoFish","Birds","Birds NoFish","Year1","2/28/2024",6.632367837,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"165",2024-02-28,"3E",1983.98956,"NoFish","NoBirds","NoBirds NoFish","Year1","2/28/2024",7.592865026,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"166",2024-02-28,"4C",2545.78852,"Fish","Birds","Birds Fish","Year1","2/28/2024",7.842195712,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"167",2024-02-28,"4E",38.54025,"Fish","NoBirds","NoBirds Fish","Year1","2/28/2024",3.65170315,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"168",2024-02-28,"5C",108.28491,"NoFish","Birds","Birds NoFish","Year1","2/28/2024",4.684765809,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"169",2024-02-28,"5E",678.02344,"NoFish","NoBirds","NoBirds NoFish","Year1","2/28/2024",6.51918186,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"170",2024-02-28,"6C",532.71469,"Fish","Birds","Birds Fish","Year1","2/28/2024",6.27798599,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"171",2024-02-28,"6E",4703.77237,"Fish","NoBirds","NoBirds Fish","Year1","2/28/2024",8.456120098,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"172",2024-02-28,"7C",292.55335,"Fish","Birds","Birds Fish","Year1","2/28/2024",5.678647043,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"173",2024-02-28,"7E",579.55734,"Fish","NoBirds","NoBirds Fish","Year1","2/28/2024",6.362264605,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"174",2024-02-28,"8C",771.68125,"NoFish","Birds","Birds NoFish","Year1","2/28/2024",6.648571576,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"175",2024-02-28,"8E",4563.28206,"NoFish","NoBirds","NoBirds NoFish","Year1","2/28/2024",8.425797394,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",83,6889,"Post",NA,NA
"176",2024-03-06,"1C",675.49428,"Fish","Birds","Birds Fish","Year1","3/6/2024",6.51544469,NA,5.77,0.821,6.57,14.92,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"177",2024-03-06,"1E",170.29486,"Fish","NoBirds","NoBirds Fish","Year1","3/6/2024",5.137531405,NA,6.47,0.453,11.6,1.06,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"178",2024-03-06,"2C",19.92573,"NoFish","Birds","Birds NoFish","Year1","3/6/2024",2.992011861,NA,10.36,0.385,11.73,0.23,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"179",2024-03-06,"2E",98.82715,"NoFish","NoBirds","NoBirds NoFish","Year1","3/6/2024",4.593372365,NA,11.46,0.458,0.75,4.43,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"180",2024-03-06,"3C",49.14937,"NoFish","Birds","Birds NoFish","Year1","3/6/2024",3.894864029,NA,6.32,0.427,14.93,0,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"181",2024-03-06,"3E",190.95478,"NoFish","NoBirds","NoBirds NoFish","Year1","3/6/2024",5.252036646,NA,10.16,0.385,3.47,0.99,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"182",2024-03-06,"4C",60.496305,"Fish","Birds","Birds Fish","Year1","3/6/2024",4.102582289,NA,8.27,0.382,3.26,0.45,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"183",2024-03-06,"4E",229.36293,"Fish","NoBirds","NoBirds Fish","Year1","3/6/2024",5.435305596,NA,13.46,0.395,9.18,0.02,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"184",2024-03-06,"5C",17.16887,"NoFish","Birds","Birds NoFish","Year1","3/6/2024",2.84309786,NA,7.49,0.399,7.44,2.27,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"185",2024-03-06,"5E",175.83255,"NoFish","NoBirds","NoBirds NoFish","Year1","3/6/2024",5.169532122,NA,8.37,0.349,1.12,2.53,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"186",2024-03-06,"6C",10.31891,"Fish","Birds","Birds Fish","Year1","3/6/2024",2.333978134,NA,10.04,0.345,13.41,0.02,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"187",2024-03-06,"6E",285.22663,"Fish","NoBirds","NoBirds Fish","Year1","3/6/2024",5.653284057,NA,11.49,0.387,2.7,2.2,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"188",2024-03-06,"7C",42.52169,"Fish","Birds","Birds Fish","Year1","3/6/2024",3.750014299,NA,17.42,0.359,8.31,0.43,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"189",2024-03-06,"7E",305.93528,"Fish","NoBirds","NoBirds Fish","Year1","3/6/2024",5.723373576,NA,12.93,0.481,11.98,0.45,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"190",2024-03-06,"8C",34.2746,"NoFish","Birds","Birds NoFish","Year1","3/6/2024",3.534404555,NA,19.02,0.39,11.59,1.41,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"191",2024-03-06,"8E",3805.2089,"NoFish","NoBirds","NoBirds NoFish","Year1","3/6/2024",8.24412617,NA,18.69,0.44,33.26,0,NA,NA,NA,"N","N",90,8100,"Post",NA,NA
"192",2024-03-22,"1C",-0.30526,"Fish","Birds","Birds Fish","Year1","3/22/2024",NA,NA,NA,0.204,NA,4.85,NA,NA,NA,"N","N",106,11236,"Post",NA,NA
"193",2024-03-22,"3C",0.25783,"NoFish","Birds","Birds NoFish","Year1","3/22/2024",-1.355454826,NA,NA,0.211,3.87,0.85,NA,NA,NA,"N","N",106,11236,"Post",NA,NA
"194",2024-03-22,"4E",0.73826,"Fish","NoBirds","NoBirds Fish","Year1","3/22/2024",-0.303459213,NA,NA,0.205,4.72,0.87,NA,NA,NA,"N","N",106,11236,"Post",NA,NA
"195",2024-03-22,"7E",0.26388,"Fish","NoBirds","NoBirds Fish","Year1","3/22/2024",-1.332260825,NA,NA,0.216,3.27,1.39,NA,NA,NA,"N","N",106,11236,"Post",NA,NA
"196",2024-03-22,"8C",0.79656,"NoFish","Birds","Birds NoFish","Year1","3/22/2024",-0.227452823,NA,NA,0.258,5.75,1.01,NA,NA,NA,"N","N",106,11236,"Post",NA,NA
"197",2024-03-22,"8E",1.42169,"NoFish","NoBirds","NoBirds NoFish","Year1","3/22/2024",0.351846305,NA,NA,0.19,3.41,1.39,NA,NA,NA,"N","N",106,11236,"Post",NA,NA
"198",2024-04-03,"1C",-0.17425,"Fish","Birds","Birds Fish","Year1","4/3/2024",NA,NA,NA,0.19,3.58,2.75,NA,NA,NA,"N","N",118,13924,"Post",NA,NA
"199",2024-04-03,"2E",-0.24456,"NoFish","NoBirds","NoBirds NoFish","Year1","4/3/2024",NA,NA,NA,0.324,0.54,0.65,NA,NA,NA,"N","N",118,13924,"Post",NA,NA
"200",2024-04-03,"3E",0.14398,"NoFish","NoBirds","NoBirds NoFish","Year1","4/3/2024",-1.938080878,NA,NA,0.215,0.91,1.14,NA,NA,NA,"N","N",118,13924,"Post",NA,NA
"201",2024-04-03,"5E",-0.19891,"NoFish","NoBirds","NoBirds NoFish","Year1","4/3/2024",NA,NA,NA,0.199,12.95,0.18,NA,NA,NA,"N","N",118,13924,"Post",NA,NA
"202",2024-04-03,"6E",0.42741,"Fish","NoBirds","NoBirds Fish","Year1","4/3/2024",-0.850011539,NA,NA,0.221,6.05,0,NA,NA,NA,"N","N",118,13924,"Post",NA,NA
"203",2024-04-03,"7E",0.30812,"Fish","NoBirds","NoBirds Fish","Year1","4/3/2024",-1.177265961,NA,NA,0.225,3.21,0.44,NA,NA,NA,"N","N",118,13924,"Post",NA,NA
"204",2024-04-03,"8E",0.14696,"NoFish","NoBirds","NoBirds NoFish","Year1","4/3/2024",-1.917594838,NA,NA,0.226,22.66,0.1,NA,NA,NA,"N","N",118,13924,"Post",NA,NA
"205",2024-04-19,"3C",0.12387,"NoFish","Birds","Birds NoFish","Year1","4/19/2024",-2.08852265,NA,3.34,0.234,3.77,11.82,NA,NA,NA,"N","N",134,17956,"Post",NA,NA
"206",2024-04-19,"3E",0.19307,"NoFish","NoBirds","NoBirds NoFish","Year1","4/19/2024",-1.644702462,NA,5.61,0.266,3.61,3.07,NA,NA,NA,"N","N",134,17956,"Post",NA,NA
"207",2024-04-19,"5E",0.12164,"NoFish","NoBirds","NoBirds NoFish","Year1","4/19/2024",-2.106689416,NA,6.85,0.211,10.53,1.96,NA,NA,NA,"N","N",134,17956,"Post",NA,NA
"208",2024-04-19,"8E",1.41758,"NoFish","NoBirds","NoBirds NoFish","Year1","4/19/2024",0.348951192,NA,12.7,0.255,26.42,0,NA,NA,NA,"N","N",134,17956,"Post",NA,NA
"209",2024-05-01,"4C",0.09708,"Fish","Birds","Birds Fish","Year1","5/1/2024",-2.332219898,NA,NA,0.18,21.13,3.02,NA,NA,NA,"N","N",146,21316,"Post",NA,NA
"210",2024-05-01,"4E",-0.112755,"Fish","NoBirds","NoBirds Fish","Year1","5/1/2024",NA,NA,NA,0.13,4.4,1.48,NA,NA,NA,"N","N",146,21316,"Post",NA,NA
"211",2024-05-01,"6C",0.10413,"Fish","Birds","Birds Fish","Year1","5/1/2024",-2.26211516,NA,NA,0.188,2.39,2.37,NA,NA,NA,"N","N",146,21316,"Post",NA,NA
"212",2024-05-01,"8C",0.1155,"NoFish","Birds","Birds NoFish","Year1","5/1/2024",-2.158484749,NA,NA,0.164,6.54,3,NA,NA,NA,"N","N",146,21316,"Post",NA,NA
"213",2024-05-01,"8E",-0.86318,"NoFish","NoBirds","NoBirds NoFish","Year1","5/1/2024",NA,NA,NA,0.157,9.1,2.17,NA,NA,NA,"N","N",146,21316,"Post",NA,NA
"214",2024-05-15,"1C",1.643655,"Fish","Birds","Birds Fish","Year1","5/15/2024",0.496922421,NA,4.73,0.347,2.77,0.53,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"215",2024-05-15,"1E",2.797005,"Fish","NoBirds","NoBirds Fish","Year1","5/15/2024",1.028549202,NA,8.16,0.428,8.19,0.33,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"216",2024-05-15,"2C",7.957695,"NoFish","Birds","Birds NoFish","Year1","5/15/2024",2.074139385,NA,9.93,0.389,5.98,0.09,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"217",2024-05-15,"2E",1.978275,"NoFish","NoBirds","NoBirds NoFish","Year1","5/15/2024",0.682225253,NA,7.98,0.439,23.09,0.1,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"218",2024-05-15,"3C",3.844185,"NoFish","Birds","Birds NoFish","Year1","5/15/2024",1.346561617,NA,7.81,0.444,21.64,0,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"219",2024-05-15,"3E",8.376125,"NoFish","NoBirds","NoBirds NoFish","Year1","5/15/2024",2.125385397,NA,6.77,0.4,10.06,0.14,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"220",2024-05-15,"4C",7.51546,"Fish","Birds","Birds Fish","Year1","5/15/2024",2.016962232,NA,5.23,0.366,3.28,0.08,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"221",2024-05-15,"4E",3.173105,"Fish","NoBirds","NoBirds Fish","Year1","5/15/2024",1.154710604,NA,7.68,0.337,16.72,0,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"222",2024-05-15,"5C",3.830115,"NoFish","Birds","Birds NoFish","Year1","5/15/2024",1.342894829,NA,2.64,0.35,9.08,0.25,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"223",2024-05-15,"5E",21.9855,"NoFish","NoBirds","NoBirds NoFish","Year1","5/15/2024",3.090383145,NA,4.2,0.328,10.55,0,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"224",2024-05-15,"6C",3.82034,"Fish","Birds","Birds Fish","Year1","5/15/2024",1.340339424,NA,10.03,0.387,23.58,0,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"225",2024-05-15,"6E",2.086645,"Fish","NoBirds","NoBirds Fish","Year1","5/15/2024",0.735557513,NA,8.06,0.408,16.08,0,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"226",2024-05-15,"7C",7.348075,"Fish","Birds","Birds Fish","Year1","5/15/2024",1.994438374,NA,4.88,0.38,7.6,0.57,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"227",2024-05-15,"7E",5.25551,"Fish","NoBirds","NoBirds Fish","Year1","5/15/2024",1.65927705,NA,9.85,0.457,10.12,0,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"228",2024-05-15,"8C",11.475625,"NoFish","Birds","Birds NoFish","Year1","5/15/2024",2.440225221,NA,8.03,0.369,8.74,0,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"229",2024-05-15,"8E",51.61894,"NoFish","NoBirds","NoBirds NoFish","Year1","5/15/2024",3.943888659,NA,11.59,0.425,73.35,0,NA,NA,NA,"N","N",160,25600,"Post",NA,NA
"230",2024-05-29,"1C",1.295165,"Fish","Birds","Birds Fish","Year1","5/29/2024",0.2586381,NA,NA,0.429,9.76,0,-18,NA,NA,"N","N",174,30276,"Post",NA,NA
"231",2024-05-29,"1E",3.98978,"Fish","NoBirds","NoBirds Fish","Year1","5/29/2024",1.383736092,NA,NA,0.356,20.61,0,NA,NA,NA,"N","N",174,30276,"Post",NA,NA
"232",2024-05-29,"2C",68.374195,"NoFish","Birds","Birds NoFish","Year1","5/29/2024",4.224995487,NA,NA,0.449,10.23,0.23,NA,NA,NA,"N","N",174,30276,"Post",NA,NA
"233",2024-05-29,"2E",6.16751,"NoFish","NoBirds","NoBirds NoFish","Year1","5/29/2024",1.819295191,NA,NA,0.408,6.71,0,-16.7,NA,NA,"N","N",174,30276,"Post",NA,NA
"234",2024-05-29,"3C",17.5351,"NoFish","Birds","Birds NoFish","Year1","5/29/2024",2.864204586,NA,NA,0.342,22.12,0,-13.4,NA,NA,"N","N",174,30276,"Post",NA,NA
"235",2024-05-29,"3E",47.66873,"NoFish","NoBirds","NoBirds NoFish","Year1","5/29/2024",3.864275627,NA,NA,0.372,23.01,0,NA,NA,NA,"N","N",174,30276,"Post",NA,NA
"236",2024-05-29,"4C",20.68282,"Fish","Birds","Birds Fish","Year1","5/29/2024",3.029303404,NA,NA,0.442,25.47,0,NA,NA,NA,"N","N",174,30276,"Post",NA,NA
"237",2024-05-29,"4E",16.34175,"Fish","NoBirds","NoBirds Fish","Year1","5/29/2024",2.793723183,NA,NA,0.366,70.85,0,-7.2,NA,NA,"N","N",174,30276,"Post",NA,NA
"238",2024-05-29,"5C",7.8118,"NoFish","Birds","Birds NoFish","Year1","5/29/2024",2.055635411,NA,NA,0.452,60.72,0,NA,NA,NA,"N","N",174,30276,"Post",NA,NA
"239",2024-05-29,"5E",348.83189,"NoFish","NoBirds","NoBirds NoFish","Year1","5/29/2024",5.854590116,NA,NA,0.435,3.77,0.08,-7.4,NA,NA,"N","N",174,30276,"Post",NA,NA
"240",2024-05-29,"6C",36.205835,"Fish","Birds","Birds Fish","Year1","5/29/2024",3.589220294,NA,NA,0.464,6.09,0,-10.4,NA,NA,"N","N",174,30276,"Post",NA,NA
"241",2024-05-29,"6E",6.264885,"Fish","NoBirds","NoBirds Fish","Year1","5/29/2024",1.834960232,NA,NA,0.363,4.47,0.14,-3,NA,NA,"N","N",174,30276,"Post",NA,NA
"242",2024-06-12,"1C",8.103355,"Fish","Birds","Birds Fish","Year1","6/12/2024",2.092278173,NA,7.77,0.349,30.07,0,-65.1,NA,NA,"N","N",188,35344,"Post",NA,NA
"243",2024-06-12,"1E",46.01497,"Fish","NoBirds","NoBirds Fish","Year1","6/12/2024",3.828966778,NA,6.54,0.431,24.31,0,-11,NA,NA,"N","N",188,35344,"Post",NA,NA
"244",2024-06-12,"2C",319.79589,"NoFish","Birds","Birds NoFish","Year1","6/12/2024",5.767682949,NA,9.25,0.284,16,0,-74.1,NA,NA,"N","N",188,35344,"Post",NA,NA
"245",2024-06-12,"2E",206.64877,"NoFish","NoBirds","NoBirds NoFish","Year1","6/12/2024",5.331020589,NA,7.95,0.348,28.44,0,-125.6,NA,NA,"N","N",188,35344,"Post",NA,NA
"246",2024-06-12,"3C",571.238925,"NoFish","Birds","Birds NoFish","Year1","6/12/2024",6.347807555,NA,3.5,0.377,12.55,0.14,-68.8,NA,NA,"N","N",188,35344,"Post",NA,NA
"247",2024-06-12,"3E",793.05079,"NoFish","NoBirds","NoBirds NoFish","Year1","6/12/2024",6.675887268,NA,9.07,0.34,7.76,0,-133,NA,NA,"N","N",188,35344,"Post",NA,NA
"248",2024-06-12,"4C",314.388055,"Fish","Birds","Birds Fish","Year1","6/12/2024",5.750628067,NA,6.64,0.443,0.63,1.72,-23.8,NA,NA,"N","N",188,35344,"Post",NA,NA
"249",2024-06-12,"4E",452.93205,"Fish","NoBirds","NoBirds Fish","Year1","6/12/2024",6.115742114,NA,8.08,0.411,30.06,0.08,-79.3,NA,NA,"N","N",188,35344,"Post",NA,NA
"250",2024-06-12,"5C",4346.83532,"NoFish","Birds","Birds NoFish","Year1","6/12/2024",8.377203347,NA,10.2,0.445,90.33,0,-38.4,NA,NA,"N","N",188,35344,"Post",NA,NA
"251",2024-06-12,"5E",305.740515,"NoFish","NoBirds","NoBirds NoFish","Year1","6/12/2024",5.722736752,NA,8.56,0.421,20.08,0,-106.4,NA,NA,"N","N",188,35344,"Post",NA,NA
"252",2024-06-12,"6C",78.31274,"Fish","Birds","Birds Fish","Year1","6/12/2024",4.360710297,NA,11.4,0.384,28.51,0,-101.5,NA,NA,"N","N",188,35344,"Post",NA,NA
"253",2024-06-12,"6E",271.651525,"Fish","NoBirds","NoBirds Fish","Year1","6/12/2024",5.604520087,NA,12.76,0.491,29.86,0,-58.4,NA,NA,"N","N",188,35344,"Post",NA,NA
"254",2024-06-12,"7C",173.026415,"Fish","Birds","Birds Fish","Year1","6/12/2024",5.153444271,NA,3.83,0.41,44.48,0,-41.6,NA,NA,"N","N",188,35344,"Post",NA,NA
"255",2024-06-12,"7E",144.51878,"Fish","NoBirds","NoBirds Fish","Year1","6/12/2024",4.973409465,NA,12.07,0.409,38.79,0,-60.4,NA,NA,"N","N",188,35344,"Post",NA,NA
