"","SampleDate","PlotID","FishTreatment","BirdTreatment","treatment","ElapsedDays","ElapsedDays2","Pre_Post","SamplingOccasion","MeanTemp","MeanDO","MeanDepth","total","DensityRounded","ElapsedDaysScaled","ElapsedDaysScaled2","MeanTempScaled","MeanDOScaled","MeanDepthScaled"
"118","2025-02-11","4C","Fish","Birds","Birds Fish",99,9801,"Post","2025-02-11",9.74333333333333,10.5270833333333,27.94,1228.67028401,1229,1.50141784484459,2.25425554481776,-0.346834654797184,0.891921109610996,0.853046981274099
"119","2025-02-11","4E","Fish","NoBirds","NoBirds Fish",99,9801,"Post","2025-02-11",9.64583333333333,10.5758333333333,25.4,1720.13839745,1720,1.50141784484459,2.25425554481776,-0.411579779902919,0.912772629958929,0.307131301647943
"120","2025-02-11","5C","NoFish","Birds","Birds NoFish",99,9801,"Post","2025-02-11",9.64,10.6820833333333,25.4,688.0553589,688,1.50141784484459,2.25425554481776,-0.415453419866507,0.958218251230066,0.307131301647943
"121","2025-02-11","5E","NoFish","NoBirds","NoBirds NoFish",99,9801,"Post","2025-02-11",9.73,10.6404166666667,27.94,1376.1107179,1376,1.50141784484459,2.25425554481776,-0.355688688999676,0.940396438966904,0.853046981274099
"122","2025-02-11","6C","Fish","Birds","Birds Fish",99,9801,"Post","2025-02-11",NA,NA,27.94,1032.0830384,1032,1.50141784484459,2.25425554481776,NA,NA,0.853046981274099
"123","2025-02-11","6E","Fish","NoBirds","NoBirds Fish",99,9801,"Post","2025-02-11",9.59666666666667,0.353333333333333,27.94,786.3489817,786,1.50141784484459,2.25425554481776,-0.44422903102461,-3.45963079069231,0.853046981274099
"124","2025-02-11","7C","Fish","Birds","Birds Fish",99,9801,"Post","2025-02-11",9.53583333333333,11.1045833333333,30.48,1769.28520831,1769,1.50141784484459,2.25425554481776,-0.484625562073492,1.13893142757882,1.39896266090025
"125","2025-02-11","7E","Fish","NoBirds","NoBirds Fish",99,9801,"Post","2025-02-11",9.7075,8.94416666666667,29.21,140.419461,140,1.50141784484459,2.25425554481776,-0.370629871716384,0.214870461732389,1.12600482108718
"126","2025-02-11","8C","NoFish","Birds","Birds NoFish",99,9801,"Post","2025-02-11",9.46166666666667,9.3525,29.21,544.1254114,544,1.50141784484459,2.25425554481776,-0.533876127324858,0.389524221911658,1.12600482108718
"127","2025-02-11","8E","NoFish","NoBirds","NoBirds NoFish",99,9801,"Post","2025-02-11",9.32166666666667,2.90291666666667,20.32,368.60108519,369,1.50141784484459,2.25425554481776,-0.62684348645104,-2.36911409830766,-0.784700057604367
