,SampleDate,PlotID,FishTreatment,BirdTreatment,treatment,ElapsedDays,ElapsedDays2,Pre_Post,SamplingOccasion,MeanTemp,MeanDO,MeanDepth,total,StudyYear
108,1/31/2025,7C,Fish,Birds,Birds Fish,88,7744,Post,1/31/2025,9.1475,8.745416667,33.02,3004.098845,Year2
109,1/31/2025,7E,Fish,NoBirds,NoBirds Fish,88,7744,Post,1/31/2025,9.226666667,8.515416667,33.02,2088.739483,Year2
110,1/31/2025,8C,NoFish,Birds,Birds NoFish,88,7744,Post,1/31/2025,9.0225,7.580416667,30.48,835.495793,Year2
111,1/31/2025,8E,NoFish,NoBirds,NoBirds NoFish,88,7744,Post,1/31/2025,9.114166667,4.076666667,15.24,245.7340568,Year2
112,2/11/2025,1C,Fish,Birds,Birds Fish,99,9801,Post,2/11/2025,9.745,9.6675,24.13,98.29362271,Year2
113,2/11/2025,1E,Fish,NoBirds,NoBirds Fish,99,9801,Post,2/11/2025,9.926666667,5.53375,22.86,491.4681135,Year2
114,2/11/2025,2C,NoFish,Birds,Birds NoFish,99,9801,Post,2/11/2025,9.790833333,10.48208333,22.86,1556.315693,Year2
115,2/11/2025,2E,NoFish,NoBirds,NoBirds NoFish,99,9801,Post,2/11/2025,9.651666667,1.351666667,22.86,1867.578831,Year2
116,2/11/2025,3C,NoFish,Birds,Birds NoFish,99,9801,Post,2/11/2025,9.700833333,10.75625,25.4,196.5872454,Year2
117,2/11/2025,3E,NoFish,NoBirds,NoBirds NoFish,99,9801,Post,2/11/2025,9.723333333,10.28958333,22.86,491.4681135,Year2
118,2/11/2025,4C,Fish,Birds,Birds Fish,99,9801,Post,2/11/2025,9.743333333,10.52708333,27.94,1123.355688,Year2
119,2/11/2025,4E,Fish,NoBirds,NoBirds Fish,99,9801,Post,2/11/2025,9.645833333,10.57583333,25.4,638.9085477,Year2
120,2/11/2025,5C,NoFish,Birds,Birds NoFish,99,9801,Post,2/11/2025,9.64,10.68208333,25.4,294.8808681,Year2
121,2/11/2025,5E,NoFish,NoBirds,NoBirds NoFish,99,9801,Post,2/11/2025,9.73,10.64041667,27.94,933.7894157,Year2
122,2/11/2025,6C,Fish,Birds,Birds Fish,99,9801,Post,2/11/2025,0,0,27.94,491.4681135,Year2
123,2/11/2025,6E,Fish,NoBirds,NoBirds Fish,99,9801,Post,2/11/2025,9.596666667,0.353333333,27.94,344.0276795,Year2
124,2/11/2025,7C,Fish,Birds,Birds Fish,99,9801,Post,2/11/2025,9.535833333,11.10458333,30.48,1130.376661,Year2
125,2/11/2025,7E,Fish,NoBirds,NoBirds Fish,99,9801,Post,2/11/2025,9.7075,8.944166667,29.21,140.419461,Year2
126,2/11/2025,8C,NoFish,Birds,Birds NoFish,99,9801,Post,2/11/2025,9.461666667,9.3525,29.21,544.1254114,Year2
127,2/11/2025,8E,NoFish,NoBirds,NoBirds NoFish,99,9801,Post,2/11/2025,9.321666667,2.902916667,20.32,368.6010852,Year2
