"","Date","PlotID","CH4Flux","FishTreatment","BirdTreatment","treatment","StudyYear","SamplingOccasion","logFlux","MeanDepth","PO4","Date.y","GravH2O","NH4","NO3","Redox","SoilTemp","Daphnia","ElapsedDays","ElapsedDays2","MeanTemp","MeanDO","Pre_Post"
"114",2025-01-21,"4E",5.985555,"Fish","NoBirds","NoBirds Fish","Year2","2025-01-21",1.78934906654018,22.86,NA,"1/22/2025",0.42,9.64,0.02,-142.2,NA,602.0484391,112,12544,8.39916666666667,9.2725,"Post"
"115",2025-01-21,"5C",5.46362,"NoFish","Birds","Birds NoFish","Year2","2025-01-21",1.69811157372999,26.67,NA,"1/22/2025",0.38,4.08,0.02,-143.1,NA,970.6495243,112,12544,8.70416666666667,10.3491666666667,"Post"
"116",2025-01-21,"5E",3.21248,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-01-21",1.16704322452102,25.4,NA,"1/22/2025",0.39,14.55,0.02,-118.8,NA,819.1135226,112,12544,8.67583333333333,10.2558333333333,"Post"
"117",2025-01-21,"6C",63.97686,"Fish","Birds","Birds Fish","Year2","2025-01-21",4.15852145548019,25.4,NA,"1/22/2025",0.31,5.86,0.02,-140.2,NA,645.051899,112,12544,8.8025,10.25125,"Post"
"118",2025-01-21,"7C",4.87368,"Fish","Birds","Birds Fish","Year2","2025-01-21",1.58384929855443,30.48,NA,"1/22/2025",NA,NA,0.02,-121.7,NA,90.10248748,112,12544,8.56583333333333,10.6979166666667,"Post"
"119",2025-01-21,"7E",6.303245,"Fish","NoBirds","NoBirds Fish","Year2","2025-01-21",1.84106458015472,25.4,NA,"1/22/2025",0.34,9.51,0.02,-114.4,NA,228.1816241,112,12544,8.61666666666667,3.32,"Post"
"120",2025-01-21,"8C",4.057845,"NoFish","Birds","Birds NoFish","Year2","2025-01-21",1.40065204451839,27.94,NA,"1/22/2025",0.34,6,0.02,-127.8,NA,8698.98561,112,12544,8.56,9.80708333333333,"Post"
"121",2025-02-05,"1C",110.80762,"Fish","Birds","Birds Fish","Year2","2025-02-05",4.70779554451164,27.94,4.08,"2/4/2025",0.4,6.87,0.02,-192.3,NA,442.3213022,127,16129,9.97916666666667,8.67,"Post"
"122",2025-02-05,"1E",4.73684,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-05",1.55537024671928,25.4,2.99,"2/4/2025",0.35,3.17,0.02,-196.7,NA,2506.487379,127,16129,10.0739130434783,8.62695652173913,"Post"
"123",2025-02-05,"2C",10.80629,"NoFish","Birds","Birds NoFish","Year2","2025-02-05",2.38012837200421,25.4,0.63,"2/4/2025",0.32,3.92,0.02,-156.4,NA,982.9362271,127,16129,10.4558333333333,10.1945833333333,"Post"
"124",2025-02-05,"2E",4.557765,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-05",1.5168323717936,27.94,3.17,"2/4/2025",0.41,3.86,0.02,-105,NA,516.0415192,127,16129,10.2358333333333,8.20875,"Post"
"125",2025-02-05,"3C",4.18009,"NoFish","Birds","Birds NoFish","Year2","2025-02-05",1.43033277740535,27.94,2.01,"2/4/2025",0.38,6.89,0.02,-115.2,NA,5602.736494,127,16129,10.3608333333333,9.92,"Post"
"126",2025-02-05,"3E",25.242835,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-05",3.22854235307697,25.4,2.05,"2/4/2025",0.42,4.46,0.02,-150.1,NA,NA,127,16129,10.3325,10.1333333333333,"Post"
"127",2025-02-05,"4C",7.39673,"Fish","Birds","Birds Fish","Year2","2025-02-05",2.00103801065524,30.48,0.96,"2/4/2025",0.4,7.63,0.02,-140.4,NA,5455.29606,127,16129,10.1933333333333,10.55625,"Post"
"128",2025-02-05,"4E",7.39667,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-05",2.00102989892974,27.94,3.39,"2/4/2025",0.37,6.75,0.02,-128.7,NA,761.775576,127,16129,9.83826086956522,9.68217391304348,"Post"
"129",2025-02-05,"5C",23.50263,"NoFish","Birds","Birds NoFish","Year2","2025-02-05",3.15711232978173,35.56,1.4,"2/4/2025",0.38,5,0.02,-163.6,NA,1916.725643,127,16129,9.97666666666667,10.0179166666667,"Post"
"130",2025-02-05,"5E",2.868855,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-05",1.0539129954641,27.94,1.21,"2/4/2025",0.33,3.15,0.02,-168.7,NA,2752.221436,127,16129,10.0583333333333,10.4091666666667,"Post"
"131",2025-02-05,"6C",10.794765,"Fish","Birds","Birds Fish","Year2","2025-02-05",2.37906129439216,25.4,3.21,"2/4/2025",0.34,4.1,0.02,-150.6,NA,1179.523473,127,16129,9.345,10.69125,"Post"
"132",2025-02-05,"6E",20.75994,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-05",3.0330251681201,27.94,2.77,"2/4/2025",0.38,5.66,0.02,-150.3,NA,1400.684124,127,16129,9.91166666666667,5.65041666666667,"Post"
"133",2025-02-05,"7C",2.899075,"Fish","Birds","Birds Fish","Year2","2025-02-05",1.06439172059487,33.02,3.82,"2/4/2025",0.39,7.97,0.02,-137.9,NA,3004.098845,127,16129,9.925,10.5254166666667,"Post"
"134",2025-02-05,"7E",9.457215,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-05",2.24677794225734,33.02,2.99,"2/4/2025",0.38,11.11,0.02,-136.6,NA,2088.739483,127,16129,10.1333333333333,9.21708333333333,"Post"
"135",2025-02-05,"8C",140.65581,"NoFish","Birds","Birds NoFish","Year2","2025-02-05",4.94631584229458,30.48,4.37,"2/4/2025",0.39,4.64,0.02,-170.7,NA,835.495793,127,16129,10.2291666666667,9.34041666666667,"Post"
"136",2025-02-05,"8E",11.310435,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-05",2.42572575092686,15.24,1.72,"2/4/2025",0.37,3.41,0.02,-132,NA,245.7340568,127,16129,10.155652173913,6.89260869565217,"Post"
"137",2025-02-19,"1C",16.234085,"Fish","Birds","Birds Fish","Year2","2025-02-19",2.78711304424988,24.13,NA,"2/18/2025",0.37,10.3,0.02,-121.5,NA,98.29362271,141,19881,12.9384615384615,2.93769230769231,"Post"
"138",2025-02-19,"1E",16.104025,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-19",2.77906924074562,22.86,NA,"2/18/2025",0.38,3.2,0.02,-104.5,NA,491.4681135,141,19881,13.3042857142857,2.70642857142857,"Post"
"139",2025-02-19,"2C",14.834665,"NoFish","Birds","Birds NoFish","Year2","2025-02-19",2.69696667175542,22.86,NA,"2/18/2025",0.33,5.4,0.02,-91.8,NA,1556.315693,141,19881,13.1842857142857,7.90928571428571,"Post"
"140",2025-02-19,"2E",16.51259,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-19",2.80412312024994,22.86,NA,"2/18/2025",0.34,1.4,0.02,-111.4,NA,1867.578831,141,19881,13.0938461538462,2.17846153846154,"Post"
"141",2025-02-19,"3C",12.23233,"NoFish","Birds","Birds NoFish","Year2","2025-02-19",2.50408244668012,25.4,NA,"2/18/2025",0.34,2.2,0.02,-95.9,NA,196.5872454,141,19881,13.3142857142857,7.37928571428571,"Post"
"142",2025-02-19,"3E",261.204086666667,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-19",5.5653020430175,22.86,NA,"2/18/2025",0.34,7.6,0.02,-112.7,NA,491.4681135,141,19881,13.14,8.07076923076923,"Post"
"143",2025-02-19,"4C",14.96793,"Fish","Birds","Birds Fish","Year2","2025-02-19",2.70590991231735,27.94,NA,"2/18/2025",0.39,2.2,0.02,-122.2,NA,1123.355688,141,19881,13.1815384615385,8.71153846153846,"Post"
"144",2025-02-19,"4E",9.15976,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-19",2.21481997746943,25.4,NA,"2/18/2025",0.35,5.4,0.02,-114.8,NA,638.9085477,141,19881,13.0184615384615,4.33692307692308,"Post"
"145",2025-02-19,"5C",15.4156,"NoFish","Birds","Birds NoFish","Year2","2025-02-19",2.73537998370745,25.4,NA,"2/18/2025",0.39,8.5,0.02,-117.1,NA,294.8808681,141,19881,13.0476923076923,8.94615384615385,"Post"
"146",2025-02-19,"5E",98.68194,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-19",4.59190195097338,27.94,NA,"2/18/2025",0.35,2,0.02,-62.4,NA,933.7894157,141,19881,13.1066666666667,8.95416666666667,"Post"
"147",2025-02-19,"6C",14.201295,"Fish","Birds","Birds Fish","Year2","2025-02-19",2.6533331576321,27.94,NA,"2/18/2025",0.43,16.4,0.02,-118.8,NA,491.4681135,141,19881,NA,NA,"Post"
"148",2025-02-19,"6E",43.12361,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-19",3.76407064294801,27.94,NA,"2/18/2025",0.41,10.2,0.02,-114.8,NA,344.0276795,141,19881,13.0523076923077,5.24846153846154,"Post"
"149",2025-02-19,"7C",20.11717,"Fish","Birds","Birds Fish","Year2","2025-02-19",3.00157367927493,30.48,NA,"2/18/2025",0.35,7.5,0.02,-88,NA,1130.376661,141,19881,13.0083333333333,9.09166666666667,"Post"
"150",2025-02-19,"7E",27.244275,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-19",3.30484340729377,29.21,NA,"2/18/2025",0.38,13.3,0.02,-90,NA,140.419461,141,19881,13.1516666666667,6.6675,"Post"
"151",2025-02-19,"8C",23.572485,"NoFish","Birds","Birds NoFish","Year2","2025-02-19",3.16008014202278,29.21,NA,"2/18/2025",0.41,5.6,0.02,-99.5,NA,544.1254114,141,19881,13.04,6.38916666666667,"Post"
"152",2025-02-19,"8E",15.965585,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-19",2.77043546815123,20.32,NA,"2/18/2025",0.39,18,0.02,-79.8,NA,368.6010852,141,19881,13.1907692307692,0.63,"Post"
"153",2025-02-20,"8C",77.1101033333333,"NoFish","Birds","Birds NoFish","Year2","2025-02-20",4.34523431392092,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,20164,NA,NA,"Post"
"154",2025-02-20,"8E",27.0796175,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-20",3.29878132312896,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,20164,NA,NA,"Post"
"155",2025-02-21,"5C",77.4641633333333,"NoFish","Birds","Birds NoFish","Year2","2025-02-21",4.34981542081332,NA,NA,NA,NA,NA,NA,-48.3,NA,NA,143,20449,NA,NA,"Post"
"156",2025-02-21,"5E",34.222665,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-21",3.53288814386534,NA,NA,NA,NA,NA,NA,-59.2,NA,NA,143,20449,NA,NA,"Post"
"157",2025-02-21,"6C",486.2426,"Fish","Birds","Birds Fish","Year2","2025-02-21",6.18670767630786,NA,NA,NA,NA,NA,NA,-86.5,NA,NA,143,20449,NA,NA,"Post"
"158",2025-02-21,"6E",435.489135,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-21",6.0764698476461,NA,NA,NA,NA,NA,NA,-69.6,NA,NA,143,20449,NA,NA,"Post"
"159",2025-02-21,"7C",89.08003,"Fish","Birds","Birds Fish","Year2","2025-02-21",4.48953517916504,NA,NA,NA,NA,NA,NA,-62.5,NA,NA,143,20449,NA,NA,"Post"
"160",2025-02-21,"7E",139.05265,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-21",4.93485263839122,NA,NA,NA,NA,NA,NA,-87.9,NA,NA,143,20449,NA,NA,"Post"
"161",2025-02-21,"8C",41.1598775,"NoFish","Birds","Birds NoFish","Year2","2025-02-21",3.71746393477094,NA,NA,NA,NA,NA,NA,-55.6,NA,NA,143,20449,NA,NA,"Post"
"162",2025-02-21,"8E",33.22704,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-21",3.50336400226297,NA,NA,NA,NA,NA,NA,-88.7,NA,NA,143,20449,NA,NA,"Post"
"163",2025-02-22,"4C",3732.84298,"Fish","Birds","Birds Fish","Year2","2025-02-22",8.22492541534576,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,20736,NA,NA,"Post"
"164",2025-02-22,"4E",157.5496,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-22",5.05974032932351,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,20736,NA,NA,"Post"
"165",2025-02-22,"5C",80.576255,"NoFish","Birds","Birds NoFish","Year2","2025-02-22",4.38920400313093,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,20736,NA,NA,"Post"
"166",2025-02-22,"5E",114.606855,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-22",4.74150761924562,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,20736,NA,NA,"Post"
"167",2025-02-22,"6C",1043.36664,"Fish","Birds","Birds Fish","Year2","2025-02-22",6.95020791767923,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,20736,NA,NA,"Post"
"168",2025-02-22,"6E",660.11354,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-22",6.49241185052799,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,20736,NA,NA,"Post"
"169",2025-02-22,"7C",203.628135,"Fish","Birds","Birds Fish","Year2","2025-02-22",5.31629546275213,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,20736,NA,NA,"Post"
"170",2025-02-22,"7E",25.40284,"Fish","NoBirds","NoBirds Fish","Year2","2025-02-22",3.23486097879773,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,20736,NA,NA,"Post"
"171",2025-02-22,"8C",773.73,"NoFish","Birds","Birds NoFish","Year2","2025-02-22",6.65122297552257,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,20736,NA,NA,"Post"
"172",2025-02-22,"8E",42.69505,"NoFish","NoBirds","NoBirds NoFish","Year2","2025-02-22",3.7540829884562,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,20736,NA,NA,"Post"
